Name,Team,Sport,Gold,Silver,Bronze,Image
Tandara Caixeta,Brazil,Volleyball,1,0,0,
Taner Sar,Turkey,Weightlifting,1,0,0,
Tang Bin,China,Rowing,1,0,0,
Tang Chunling,China,Hockey,0,1,0,
Tang Gonghong,China,Weightlifting,1,0,0,
Tang Jingzhi,China,Swimming,0,1,0,
Tang Jiuhong,China,Badminton,0,0,1,
Tang Lin,China,Judo,1,0,0,
Tang Lingsheng,China,Weightlifting,1,0,0,
Tang Mengni,China,Synchronized Swimming,0,1,0,
Tang Yi,China,Swimming,0,0,1,
Tang Yongshu (-Hetian),China,Badminton,0,0,1,
Tanguy Cosyns,Belgium,Hockey,0,1,0,
Tania Cagnotto (-Parolin),Italy,Diving,0,1,1,
Tania Di Mario,Italy,Water Polo,1,1,0,
Tania Lamarca Celada,Spain,Rhythmic Gymnastics,1,0,0,
Tania Ortz Calvo,Cuba,Volleyball,1,0,0,
Tania Vicent,Canada,Short Track Speed Skating,0,2,2,
Taniele Gofers,Australia,Water Polo,0,0,1,
Taniko Nakamura-Mitsukuri,Japan,Gymnastics,0,0,1,
Tanith Jessica Louise Belbin,United States-1,Figure Skating,0,1,0,
Tanja Chiara Frank,Austria,Sailing,0,0,1,
Tanja Frieden,Switzerland,Snowboarding,1,0,0,
Tanja Roswitha Dickenscheid,Germany,Hockey,0,1,0,
Tanja Tuulia Poutiainen (-Rinne),Finland,Alpine Skiing,0,1,0,
Tanvir Ahmad Dar,Pakistan,Hockey,1,0,0,
Tanya Bogomilova-Dangalakova,Bulgaria,Swimming,1,0,0,
Tanya Frei (Zrcher-),Switzerland,Curling,0,1,0,
Tanya Georgieva Dimitrova (-Todorova),Bulgaria,Volleyball,0,0,1,
Tanya Gogova (-Ayshinova),Bulgaria,Volleyball,0,0,1,
Tanya Victoria Harding,Australia,Softball,0,1,3,
Tanyu Khristov Kiryakov,Bulgaria,Shooting,2,0,1,
Tao Hua,China,Softball,0,1,0,
Tao Luna,China,Shooting,1,1,0,
Taoufik Makhloufi,Algeria,Athletics,1,2,0,
Tapani Niku (Karsikas-),Finland,Cross Country Skiing,0,0,1,
Tapio Juhani Nurmela,Finland,Nordic Combined,0,1,0,
Tapio Olavi Sipil,Finland,Wrestling,0,1,1,
Tapio Valfrid Mkel,Finland,Cross Country Skiing,1,1,0,
Tara Alice Whitten,Canada,Cycling,0,0,1,
Tara Kirk,United States,Swimming,0,1,0,
Tara Kristen Lipinski (-Kapostasy),United States,Figure Skating,1,0,0,
Tara Lavell Cross-Battle,United States,Volleyball,0,0,1,
Tara Lee Nott-Cunningham,United States,Weightlifting,1,0,0,
Tara Leigh-Anne Watchorn,Canada,Ice Hockey,1,0,0,
Tara Mounsey,United States,Ice Hockey,1,1,0,
Taras Hryhoriyovych Danko,Ukraine,Wrestling,0,0,1,
Taras Oleksandrovych Shelestiuk,Ukraine,Boxing,0,0,1,
Taras Viktorovych Mishchuk,Ukraine,Canoeing,0,0,1,
Taras Yuryevich Khtey,Russia,Volleyball,1,0,1,
Taribo West,Nigeria,Football,1,0,0,
Tariku Bekele Beyecha,Ethiopia,Athletics,0,0,1,
Tariq Aziz,Pakistan,Hockey,1,1,0,
Tariq Niazi,Pakistan,Hockey,1,1,0,
Tarjei B,Norway,Biathlon,1,0,0,
Tarlochan Singh Bawa,India,Hockey,1,0,0,
Tarnee Renee White (-Southwell),Australia,Swimming,1,1,0,
Tarsem Singh Kular,India,Hockey,0,0,1,
Taryn Nadine Woods,Australia,Water Polo,1,0,0,
Tasha Schwikert-Warren,United States,Gymnastics,0,0,1,
Tassilo Wilhelm Humbert Leopold Friedrich Karl von Preuen,Germany,Equestrianism,0,0,1,
Tate Smith,Australia,Canoeing,1,0,0,
"Tatiana ""Tania"" Guderzo",Italy,Cycling,0,0,1,
Tatiana Grigorieva,Australia,Athletics,0,1,0,
Tatiana Ortz Galicia,Mexico,Diving,0,0,1,
Tatjana Dschandschgawa,Soviet Union,Handball,0,0,1,
Tatjana Dschandschgawa,Unified Team,Handball,0,0,1,
Tatjana Hfner,Germany,Luge,1,1,1,
Tatjana Mittermayer,Germany,Freestyle Skiing,0,1,0,
Tatsugo Kawaishi,Japan,Swimming,0,1,0,
Tatsuhiro Yonemitsu,Japan,Wrestling,1,0,0,
Tatsuo Fujimoto,Japan,Swimming,0,1,0,
Tatsuyoshi Ishihara,Japan,Short Track Speed Skating,0,0,1,
Tatyana Aleksandrovna Gracheva,Russia,Volleyball,0,1,0,
Tatyana Aleksandrovna Kraynova (-Romashkan),Soviet Union,Volleyball,1,0,0,
Tatyana Aleksandrovna Navka,Russia-1,Figure Skating,1,0,0,
Tatyana Aleksandrovna Roshchina (-Rodionova),Soviet Union,Volleyball,0,1,0,
Tatyana Aleksandrovna Sidorova,Soviet Union,Speed Skating,0,0,1,
Tatyana Alekseyevna Kolpakova (-Abbyasova),Soviet Union,Athletics,1,0,0,
"Tatyana Alekseyevna Zhuk (-Shesternyova, -Sokolova)",Soviet Union-2,Figure Skating,0,1,0,
Tatyana Andreyevna Savelyeva,Soviet Union,Swimming,0,0,1,
"Tatyana Andreyevna Talysheva (-Volkova, -Tregub)",Soviet Union,Athletics,0,0,1,
Tatyana Borisovna Averina-Barabash,Soviet Union,Speed Skating,2,0,2,
Tatyana Dmitriyevna Lesovaya (Starodubtseva-),Soviet Union,Athletics,0,0,1,
Tatyana Dmitriyevna Petrenko-Samusenko,Soviet Union,Fencing,3,1,0,
Tatyana Filippovna Sarycheva,Soviet Union,Volleyball,2,0,0,
Tatyana Gennadyevna Goyshchik (-Nasonova),Soviet Union,Athletics,1,0,0,
Tatyana Igorevna Gorbunova,Russia,Rhythmic Gymnastics,1,0,0,
Tatyana Ivanovna Ivanova,Russia,Luge,0,1,0,
Tatyana Ivanovna Shvyganova (-Nazirova),Soviet Union,Hockey,0,0,1,
Tatyana Ivanovna Sidorenko,Soviet Union,Volleyball,1,0,0,
Tatyana Ivanovna Tomashova,Russia,Athletics,0,1,0,
Tatyana Ivanovna Totmyanina,Russia-1,Figure Skating,1,0,0,
Tatyana Kirillovna Sadovskaya,Unified Team,Fencing,0,0,1,
Tatyana Leonidovna Veshkurova,Russia,Athletics,0,1,0,
Tatyana Mikhaylovna Anisimova (Poluboyarova-),Soviet Union,Athletics,0,1,0,
Tatyana Mikhaylovna Ivinskaya (-Beloshapko),Soviet Union,Basketball,1,0,0,
Tatyana Mikhaylovna Ledovskaya,Soviet Union,Athletics,1,1,0,
Tatyana Nikolayevna Ovechkina (Kabayeva-),Soviet Union,Basketball,2,0,0,
Tatyana Nikolayevna Shchyegoleva,Russia,Basketball,0,0,2,
Tatyana Pavlovna Firova,Russia,Athletics,0,3,0,
Tatyana Pavlovna Gonobobleva (Semyonova-),Soviet Union,Volleyball,1,0,0,
Tatyana Petrovna Ponyayeva-Tretyakova,Soviet Union,Volleyball,2,0,0,
Tatyana Petrovna Providokhina (-Fedorenko),Soviet Union,Athletics,0,0,1,
Tatyana Romanovna Lebedeva,Russia,Athletics,1,3,1,
Tatyana Sergeyevna Chernova,Russia,Athletics,0,0,2,
Tatyana Sergeyevna Kurbakova,Russia,Rhythmic Gymnastics,1,0,0,
Tatyana Sergeyevna Shchelkanova,Soviet Union,Athletics,0,0,1,
Tatyana Sergeyevna Stukalova,Belarus,Weightlifting,0,0,1,
Tatyana Stepanovna Yembakhtova,Soviet Union,Hockey,0,0,1,
Tatyana Valeryevna Belan,Belarus,Rhythmic Gymnastics,0,1,0,
Tatyana Valeryevna Petrova-Arkhipova,Russia,Athletics,0,0,1,
Tatyana Vasilyevna Ananko,Belarus,Rhythmic Gymnastics,0,1,0,
Tatyana Vasilyevna Kazankina (-Kovalenko),Soviet Union,Athletics,3,0,0,
Tatyana Vasilyevna Korshunova,Soviet Union,Canoeing,0,1,0,
Tatyana Viktorovna Lysenko (-Beloborodova),Russia,Athletics,1,0,0,
Tatyana Vladimirova Yerokhina,Russia,Handball,1,0,0,
Tatyana Vladimirovna Goldobina,Russia,Shooting,0,1,0,
Tatyana Vladimirovna Kotova,Russia,Athletics,0,0,2,
Tatyana Vladimirovna Petrova,Russia,Water Polo,0,0,1,
Tatyana Yuryevna Kashirina,Russia,Weightlifting,0,1,0,
Tatyana Yuryevna Logunova,Russia,Fencing,2,0,1,
Taufik Hidayat,Indonesia,Badminton,1,0,0,
Tauno Ilmoniemi (Granit-),Finland,Gymnastics,0,1,0,
Tauno Into Kovanen,Finland,Wrestling,0,0,1,
Tauno Vilhelmi Mki,Finland,Shooting,0,0,1,
Tauqir Dar,Pakistan,Hockey,1,0,0,
Tawin Hanprab,Thailand,Taekwondo,0,1,0,
Taylor Ellis-Watson,United States,Athletics,1,0,0,
Taylor Hill Teagarden,United States,Baseball,0,0,1,
Taylor Madison Ruck,Canada,Swimming,0,0,2,
Taylor McKeown,Australia,Swimming,0,1,0,
Taylor Ritzel,United States,Rowing,1,0,0,
Taylor Sander,United States,Volleyball,0,0,1,
Taylor Worth,Australia,Archery,0,0,1,
Taymuraz Vaznoyevich Tigiyev,Kazakhstan,Wrestling,0,1,0,
Tayna Lawrence,Jamaica,Athletics,1,2,0,
Tayshaun Durell Prince,United States,Basketball,1,0,0,
Tayyiba Mumtaz Haneef-Park,United States,Volleyball,0,2,0,
Tea Gayozovna Donguzashvili,Russia,Judo,0,0,1,
Tecla Marinescu-Borcnea (Afanasie-),Romania,Canoeing,1,0,0,
Teddy Pierre-Marie Riner,France,Judo,2,0,1,
Teemu Ilmari Selnne,Finland,Ice Hockey,0,1,3,
Teemu Matti Tapani Salo,Finland,Curling,0,1,0,
Tefilo E. Yldefonso,Philippines,Swimming,0,0,2,
Tefilo Stevenson Laurence,Cuba,Boxing,3,0,0,
"Teignmouth Philip ""Tim"" Melvill",Great Britain,Polo,1,0,0,
Teijiro Tanikawa,Japan,Swimming,0,1,0,
Teja Gregorin,Slovenia,Biathlon,0,0,1,
Tejbir Bura,Nepal,Alpinism,1,0,0,
Tell Schirnding Berna,United States,Athletics,1,0,0,
"Tellef Kristian ""Tell"" Wagle",Irene,Sailing,1,0,0,
Telma Alexandra Pinto Monteiro,Portugal,Judo,0,0,1,
Temba Sherpa,India,Alpinism,1,0,0,
Temple Withers Ashbrook,Gallant,Sailing,0,1,0,
Teng Haibin,China,Gymnastics,1,0,0,
Tengiz Khubuluri,Soviet Union,Judo,0,1,0,
Tengiz Sulakvelidze,Soviet Union,Football,0,0,1,
"Tenley Emma Albright (-Gardiner, -Blakely)",United States,Figure Skating,1,1,0,
Teodor Anders Peterson,Sweden,Cross Country Skiing,0,1,1,
Teodor Florian,Romania,Rugby,0,0,1,
Teodor Kocerka,Poland,Rowing,0,0,2,
Teodor Marian,Romania,Rugby,0,0,1,
Teodor ern,Czechoslovakia,Cycling,0,0,1,
Teodora Ungureanu (-Cepoi),Romania,Gymnastics,0,2,1,
Teodoras Algirdas Adamo Lauritnas,Soviet Union,Basketball,0,1,0,
Teppo Kalevi Numminen,Finland,Ice Hockey,0,2,1,
"Terence ""Terry"" McLaughlin",Canada,Sailing,0,1,0,
"Terence ""Terry"" Neilson",Canada,Sailing,0,0,1,
"Terence Arthur ""Terry"" Walsh",Australia,Hockey,0,1,0,
"Terence George ""Terry"" Spinks",Great Britain,Boxing,1,0,0,
"Terence Gilbert ""Terry"" Dischinger",United States,Basketball,1,0,0,
Terence James George Smith,Chuckles,Sailing,0,0,1,
Terence Lloyd Johnson,Great Britain,Athletics,0,0,1,
Terence Michael Parkin,South Africa,Swimming,0,1,0,
Terence Noel O'Brien,Great Britain,Rowing,0,1,0,
"Terence Percival ""Ted"" Hanney",Great Britain,Football,1,0,0,
Terence Robert Beaumont Sanders,Great Britain,Rowing,1,0,0,
"Terence de la Mesa ""Terry"" Allen",United States,Polo,0,0,1,
Teresa A. Bell (Zarzeczny-),United States,Rowing,0,1,0,
Teresa Barbara Ciepy-Wieczorek,Poland,Athletics,1,1,1,
Teresa Edwards,United States,Basketball,4,0,1,
Teresa Frassinetti,Italy,Water Polo,0,1,0,
Teresa Gaye Weatherspoon,United States,Basketball,1,0,1,
Teresa Motos Izeta,Spain,Hockey,1,0,0,
Tereza Moncheva Marinova,Bulgaria,Athletics,1,0,0,
Terhi Eveliina Mertanen,Finland,Ice Hockey,0,0,1,
Terin Marie Humphrey,United States,Gymnastics,0,2,0,
Terina Lily Te Tamaki,New Zealand,Rugby Sevens,0,1,0,
Terje Andersen,Norway,Speed Skating,0,0,1,
Terje Bjarte Langli,Norway,Cross Country Skiing,1,0,1,
Tero Juhani Lehter,Finland,Ice Hockey,0,0,1,
Tero Kristian Pitkmki,Finland,Athletics,0,0,1,
Terrance Davan Cauthen,United States,Boxing,0,0,1,
Terrence DeAndre Jennings,United States,Taekwondo,0,0,1,
"Terrence John ""Terry"" McCann",United States,Wrestling,1,0,0,
"Terrence M. ""Terry"" O'Malley",Canada,Ice Hockey,0,0,1,
"Terrence Michael ""Terry"" Paul",Canada,Rowing,1,0,0,
Terrence R. Trammell,United States,Athletics,0,2,0,
"Terrence Steven ""Terry"" Gathercole",Australia,Swimming,0,1,0,
"Terri Lee Stickles (-Meja, -Strunck)",United States,Swimming,0,0,1,
Terry Alan Schroeder,United States,Water Polo,0,2,0,
Terry Michael Brands,United States,Wrestling,0,0,1,
Terry Ronald Tiffee,United States,Baseball,0,0,1,
Teruhisa Moriyama,Japan,Volleyball,0,0,1,
Teruichi Okamura,Japan,Gymnastics,1,0,0,
Teruki Miyamoto,Japan,Football,0,0,1,
Tervel Venkov Pulev,Bulgaria,Boxing,0,0,1,
Tesfaye Tola,Ethiopia,Athletics,0,0,1,
Teslim Babatunde Fatusi,Nigeria,Football,1,0,0,
Tessa Appeldoorn,Netherlands,Rowing,0,1,0,
Tessa Bonhomme,Canada,Ice Hockey,1,0,0,
Tessa Gobbo,United States,Rowing,1,0,0,
Tessa Jane Virtue (-McCormick),Canada,Figure Skating,0,1,0,
Tessa Jane Virtue (-McCormick),Canada-1,Figure Skating,1,1,0,
Tessa Parkinson,Australia,Sailing,1,0,0,
Tetiana Andrivna Volosozhar,Russia,Figure Skating,1,0,0,
Tetiana Andrivna Volosozhar,Russia-1,Figure Skating,1,0,0,
Tetiana Feliksivna Lysenko,Unified Team,Gymnastics,2,0,1,
Tetiana Heorhivna Teklian-Semykina (-Yatsenkian-),Ukraine,Canoeing,0,0,1,
Tetiana Hryhorivna Hlushchenko (-Lapshynova),Soviet Union,Handball,1,0,0,
Tetiana Illivna Ustiuzhanina,Unified Team,Rowing,0,0,1,
Tetiana Ivanivna Makarets-Kocherhina,Soviet Union,Handball,2,0,0,
Tetiana Ivanivna Stetsenko (-Buniak),Soviet Union,Rowing,0,1,0,
Tetiana Kostiantynivna Hutsu,Unified Team,Gymnastics,2,1,1,
Tetiana Mykolavna Dev'iatova (-Kostitsyna),Soviet Union,Swimming,0,0,1,
Tetiana Pavlivna Zakharova-Nadyrova,Soviet Union,Basketball,2,0,0,
Tetiana Vasylivna Prorochenko (-Burakova),Soviet Union,Athletics,1,0,1,
Tetiana Viktorivna Horb,Soviet Union,Handball,0,0,1,
Tetiana Viktorivna Horb,Unified Team,Handball,0,0,1,
Tetiana Viktorivna Skachko (Pakhovska-),Soviet Union,Athletics,0,0,1,
Tetiana Viktorivna Tereshchuk-Antypova,Ukraine,Athletics,0,0,1,
"Tetiana Volodymyrivna Samolenko-Dorovskykh (Khamitova-, -Apaicheva)",Soviet Union,Athletics,1,0,1,
"Tetiana Volodymyrivna Samolenko-Dorovskykh (Khamitova-, -Apaicheva)",Unified Team,Athletics,0,1,0,
Tetiana Volodymyrivna Shynkarenko,Ukraine,Handball,0,0,1,
Tetsuo Hamuro,Japan,Swimming,1,0,0,
Tetsuo Nishimoto,Japan,Volleyball,1,0,0,
Tetsuo Okamoto,Brazil,Swimming,0,0,1,
Tetsuo Sato,Japan,Volleyball,1,1,0,
Teun Floris de Nooijer,Netherlands,Hockey,2,2,0,
"Teunis ""Teun"" Mulder",Netherlands,Cycling,0,0,1,
Teuvo Johannes Laukkanen,Finland,Cross Country Skiing,0,1,0,
Tevfik K,Turkey,Wrestling,1,0,0,
Texier I,Quand-Mme-2,Sailing,0,2,0,
Texier II,Quand-Mme-2,Sailing,0,2,0,
Teymur Mmmdov,Azerbaijan,Boxing,0,0,1,
"Thaddeus Rutter ""Thad"" Shideler",United States,Athletics,0,1,0,
Thais Henrquez Torres,Spain,Synchronized Swimming,0,1,1,
Thalia Janina Munro,United States,Water Polo,0,0,1,
Thamar Nanette Henneken,Netherlands,Swimming,0,1,0,
Thasa Daher de Menezes,Brazil,Volleyball,2,0,0,
Thawee Umponmaha,Thailand,Boxing,0,1,0,
Thea Einder,West Germany,Rowing,0,0,1,
Thelma Elizabeth Hopkins (-McClernon),Great Britain,Athletics,0,1,0,
Thelma H. Kalama (-Aiu),United States,Swimming,1,0,0,
Thelma R. Payne (-Sanborn),United States,Diving,0,0,1,
Themistoklis Diakidis,Greece,Athletics,0,0,1,
Theo Bos,Netherlands,Cycling,0,1,0,
"Theodor ""Theo"" Haag",Germany,Hockey,0,0,1,
"Theodor ""Theo"" Kleine",Germany,Canoeing,0,1,0,
Theodor Henriksen Nag (Naig-),Norway,Rowing,0,0,1,
Theodor Nubaum,Germany,Art Competitions,0,0,1,
Theodor Thomsen,Gustel X,Sailing,0,0,1,
"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",Netherlands,Equestrianism,3,4,1,
"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",Salinero,Equestrianism,0,1,0,
"Theodore ""Ted"" Boronovskis",Australia,Judo,0,0,1,
"Theodore Allison ""Ted"" Nash, II",United States,Rowing,1,0,1,
Theodore Andrea Cook,Great Britain,Art Competitions,0,1,0,
Theodore David Anthony Collet,Great Britain,Rowing,0,0,1,
Theodore Howard Somervell,Great Britain,Alpinism,1,0,0,
"Theodore Joseph ""Ted"" McLear",United States,Wrestling,0,1,0,
"Theodore Peder ""Ted"" Mittet",United States,Rowing,0,0,1,
"Theodore Sharp ""Ted"" Ligety",United States,Alpine Skiing,2,0,0,
"Theodore William ""Bill"" Bruce",Australia,Athletics,0,1,0,
"Theodorus ""Theo"" Willems",Netherlands,Archery,1,0,0,
"Theodorus Jacobus Leonardus ""Dick"" Quax",New Zealand,Athletics,0,1,0,
"Theodorus Johannes ""Theo"" Meijer",Netherlands,Judo,0,0,1,
Theofilakos Psiliakos,Royal Club Nautique de Gand,Rowing,0,1,0,
"Theoren Wallace ""Theo"" Fleury",Canada,Ice Hockey,1,0,0,
Theresa Andrews,United States,Swimming,2,0,0,
Theresa Anne Luke,Canada,Rowing,0,1,1,
"Theresa Ione ""Tessa"" Sanderson (-White)",Great Britain,Athletics,1,0,0,
Theresa Matauaina Fitzpatrick,New Zealand,Rugby Sevens,0,1,0,
Theresa Weld-Blanchard (-Barnes),United States,Figure Skating,0,0,1,
Theresa Zabell Lucas,Spain,Sailing,2,0,0,
"Therese ""Resi"" Hammerer (-Giger)",Austria,Alpine Skiing,0,0,1,
Therese Elisabeth Torgersson,Sweden,Sailing,0,0,1,
Therese Johaug,Norway,Cross Country Skiing,1,1,1,
"Theresia Maria ""Therese"" Zenz",Germany,Canoeing,0,3,0,
Theunis Jacobus van Schalkwyk,South Africa,Boxing,0,1,0,
Thiago Braz da Silva,Brazil,Athletics,1,0,0,
Thiago Emiliano da Silva,Brazil,Football,0,1,1,
Thiago Machado Vilela Pereira,Brazil,Swimming,0,1,0,
Thiago Maia Alencar,Brazil,Football,1,0,0,
Thiago Neves Augusto,Brazil,Football,0,0,1,
Thiago Soares Alves,Brazil,Volleyball,0,1,0,
Thibaud Chapelle,France,Rowing,0,0,1,
Thibault Colard,France,Rowing,0,0,1,
Thibaut Vallette,France,Equestrianism,1,0,0,
Thierry Dusserre,France,Biathlon,0,0,1,
Thierry Gadou,France,Basketball,0,1,0,
Thierry Georges Vigneron,France,Athletics,0,0,1,
Thierry Omeyer,France,Handball,2,1,0,
Thierry Perreux,France,Handball,0,0,1,
Thierry Pponnet,France,Sailing,1,0,1,
Thierry Rey,France,Judo,1,0,0,
Thies Kaspareit,West Germany,Equestrianism,1,0,0,
Thilo Stralkowski,Germany,Hockey,1,0,0,
Thodore Lon Epin,France,Archery,0,2,1,
Thom Lennart Eklund,Sweden,Ice Hockey,0,0,2,
"Thomas ""Ted"" Ranken",Great Britain,Shooting,0,3,0,
"Thomas ""Tom"" Butler",Liverpool Police Team-2,Tug-Of-War,0,1,0,
"Thomas ""Tom"" Evenson",Great Britain,Athletics,0,1,0,
"Thomas ""Tom"" Hunter",St. Louis Amateur Athletic Association,Lacrosse,0,1,0,
"Thomas ""Tom"" Jaeschke",United States,Volleyball,0,0,1,
"Thomas ""Tom"" Simpson",Great Britain,Cycling,0,0,1,
"Thomas ""Tommy"" Hampson",Great Britain,Athletics,1,1,0,
"Thomas ""Tommy"" Hitchcock, Jr.",United States,Polo,0,1,0,
"Thomas A. ""Tom"" Hicks",United States-1,Bobsleigh,0,0,1,
Thomas Ahrens,Germany,Rowing,0,1,0,
"Thomas Alan ""Tom"" Herschmiller",Canada,Rowing,0,1,0,
"Thomas Alexander ""Tom"" Stallard",Great Britain,Rowing,0,1,0,
Thomas Alfred Arnold,Great Britain-1,Bobsleigh,0,1,0,
Thomas Alfred Royds Littledale,Mouchette-2,Sailing,0,1,0,
"Thomas Allen ""Tom"" Pollock",Canada,Ice Hockey,1,0,0,
"Thomas Allen ""Tom"" Shields",United States,Swimming,1,0,0,
Thomas Alsgaard (Alsgrd-),Norway,Cross Country Skiing,5,1,0,
"Thomas Andrew ""Tom"" Malchow",United States,Swimming,1,1,0,
Thomas Bach,West Germany,Fencing,1,0,0,
"Thomas Bartwell ""Tom"" Doe, Jr.",United States-1,Bobsleigh,0,1,0,
Thomas Becker,Germany,Canoeing,0,0,1,
Thomas Bimis,Greece,Diving,1,0,0,
"Thomas Blackwood ""Tom"" Murray",Great Britain,Curling,1,0,0,
Thomas Bouhail,France,Gymnastics,0,1,0,
Thomas Briels,Belgium,Hockey,0,1,0,
Thomas Brinkmann,West Germany,Hockey,0,1,0,
Thomas Campbell Webster,Angelita,Sailing,1,0,0,
"Thomas Charles ""Tommy"" Godwin",Great Britain,Cycling,0,0,2,
Thomas Christopher Burn,Great Britain,Football,1,0,0,
Thomas Coats Glen Glen-Coats,Hera-1,Sailing,1,0,0,
Thomas Coe,"Osborne Swimming Club, Manchester",Water Polo,1,0,0,
Thomas Cooper Riggs,Emily,Sailing,0,1,0,
Thomas Cunningham Gillespie,"New College, Oxford-2",Rowing,0,1,0,
"Thomas David ""Tom"" Lucy",Great Britain,Rowing,0,1,0,
Thomas Diethart,Austria,Ski Jumping,0,1,0,
Thomas Domian,West Germany,Rowing,1,0,0,
Thomas Doodputlee McMeekin,Dormy-1,Sailing,1,0,0,
Thomas Ebert,Denmark,Rowing,2,0,1,
"Thomas Edmund ""Tom"" Burke",United States,Athletics,2,0,0,
"Thomas Edmund Malcolm ""Tom"" Chessell",Australia,Rowing,0,0,1,
"Thomas Edward ""Eddie"" Tolan, Jr.",United States,Athletics,2,0,0,
"Thomas Edward ""Ted"" Hibberd",Canada,Ice Hockey,1,0,0,
"Thomas Edward ""Tom"" Henderson",United States,Basketball,0,1,0,
"Thomas Edwin ""Tom"" Bruce",United States,Swimming,1,1,0,
"Thomas Emilio ""Tom"" Poti",United States,Ice Hockey,0,1,0,
Thomas Endres,West Germany,Fencing,0,1,0,
"Thomas Eugen ""Tom"" Gompf",United States,Diving,0,0,1,
Thomas Fahrner,West Germany,Swimming,0,1,2,
"Thomas Fitzgerald ""Tom"" Dolan",United States,Swimming,2,1,0,
Thomas Flach,Germany,Sailing,1,0,0,
Thomas Flach,East Germany,Sailing,1,0,0,
Thomas Flemming,East Germany,Swimming,0,1,1,
Thomas Florschtz,Germany-2,Bobsleigh,0,1,0,
"Thomas Francis ""Tom"" Connolly, Jr.",United States,Gymnastics,0,0,1,
"Thomas Francis ""Tom"" Cronan",United States,Athletics,0,0,1,
"Thomas Francis ""Tom"" Farrell",United States,Athletics,0,0,1,
"Thomas Francis ""Tom"" Kiely",Great Britain,Athletics,1,0,0,
"Thomas Franklin ""Tom"" Gayford",Canada,Equestrianism,1,0,0,
"Thomas Frederick ""Tommy"" Shardelow",South Africa,Cycling,0,2,0,
Thomas Frederick Humphreys,Great Britain,Athletics,0,0,1,
Thomas Frhmann,Austria,Equestrianism,0,1,0,
Thomas Frischknecht,Switzerland,Cycling,0,1,0,
"Thomas G. ""Tommy"" Hannan",United States,Swimming,1,0,0,
"Thomas G. ""Tommy"" Nicholls",Great Britain,Boxing,0,1,0,
Thomas Gabriel Jrmie Baroukh,France,Rowing,0,0,1,
Thomas Gerald Tait,Hera-1,Sailing,1,0,0,
Thomas Gerull,West Germany,Fencing,0,1,0,
Thomas Glasson Lance,Great Britain,Cycling,1,0,0,
"Thomas Granville ""Tom"" Brown",United States,Shooting,0,1,1,
Thomas Greiner,East Germany,Rowing,1,0,0,
Thomas Grenfell Wedge,Cornwall,Rugby,0,1,0,
Thomas Gunst,West Germany,Hockey,0,1,0,
Thomas Hall,Canada,Canoeing,0,0,1,
Thomas Happe,West Germany,Handball,0,1,0,
"Thomas Harold ""Tom"" Ponting",Canada,Swimming,0,2,1,
Thomas Hedvin Byberg,Norway,Speed Skating,0,1,0,
"Thomas Henry ""Tom"" Moon",United States,Ice Hockey,0,0,1,
"Thomas Henry ""Tom"" Thould",Great Britain,Water Polo,1,0,0,
Thomas Hler,West Germany,Football,0,0,1,
Thomas Homewood,K Division Metropolitan Police Team-3,Tug-Of-War,0,0,1,
Thomas Hrster,West Germany,Football,0,0,1,
Thomas Huber,West Germany,Water Polo,0,0,1,
Thomas Huschke,East Germany,Cycling,0,1,1,
"Thomas Irvin ""Tom"" Garrigus",United States,Shooting,0,1,0,
"Thomas Jack ""Tom"" King",Australia,Sailing,1,0,0,
"Thomas Jackson ""Tom"" Charlton, Jr.",United States,Rowing,1,0,0,
Thomas Jacobsen,Denmark,Sailing,1,0,0,
"Thomas James ""Tom"" Anderson",Australia,Sailing,1,0,0,
"Thomas James ""Tom"" Richards",Australasia,Rugby,1,0,0,
"Thomas John ""Johnnie"" Matthews",Great Britain,Cycling,1,0,0,
"Thomas John ""Tom"" Hicks",United States,Athletics,1,0,0,
"Thomas John ""Tom"" Hoff",United States,Volleyball,1,0,0,
"Thomas John ""Tom"" Lieb",United States,Athletics,0,0,1,
"Thomas John Henry ""Tom"" Richards",Great Britain,Athletics,0,1,0,
"Thomas John Mitchell ""Tom"" Ashley",New Zealand,Sailing,1,0,0,
"Thomas Joseph ""Tom"" Cooke",St. Rose-2,Football,0,0,1,
"Thomas Joseph ""Tom"" LaGarde",United States,Basketball,1,0,0,
Thomas Karl Elof Bystrm,Sweden,Equestrianism,0,1,0,
"Thomas Kennedy ""Tom"" Amlong",United States,Rowing,1,0,0,
Thomas Khler,Germany,Luge,1,0,0,
Thomas Khler,East Germany,Luge,0,1,0,
Thomas Khler,East Germany-1,Luge,1,0,0,
Thomas Lamparter,Switzerland-1,Bobsleigh,0,0,1,
Thomas Lange,Germany,Rowing,1,0,1,
Thomas Lange,East Germany,Rowing,1,0,0,
Thomas Lars Wassberg,Sweden,Cross Country Skiing,4,0,0,
"Thomas Lionel ""Tom"" Hill",United States,Athletics,0,0,1,
Thomas Loebb,West Germany,Water Polo,0,0,1,
"Thomas Mario ""Tommy"" Haas",Germany,Tennis,0,1,0,
"Thomas Mark ""Tom"" Williams",United States,Ice Hockey,1,0,0,
Thomas Mark Mikael Johanson,Finland,Sailing,1,0,0,
"Thomas Matthew ""Tom"" Ransley",Great Britain,Rowing,1,0,1,
